num_iter,area,area_loss(%),error_L1,orden_L1,IoU,orden_IoU,tiempo_horas,tiempo_minutos,tiempo_segundos
50000,0.07121531,-0.74905236,0.00339835,0.0,0.95584122,0.0,0,6,19.050727367401123
100000,0.07326903,-3.65447164,0.00273997,-0.31067435,0.9648155,0.0134821,0,12,37.12787652015686
150000,0.07050293,0.25875758,0.00059359,-3.77224421,0.99211912,0.06882538,0,19,1.988523244857788
200000,0.06943597,1.76819095,0.00132703,2.79652392,0.98231671,-0.03451522,0,25,25.64639139175415
250000,0.06980078,1.25209156,0.00120619,-0.42787134,0.98391389,0.00728057,0,31,46.527366638183594
300000,0.07226213,-2.23000585,0.00167162,1.78984093,0.97821043,-0.03188637,0,38,12.054391622543335
350000,0.06872415,2.77521416,0.0020823,1.42509807,0.97224838,-0.03965927,0,44,36.41488313674927
400000,0.07080879,-0.1739477,0.00029503,-14.63439605,0.99610602,0.18154825,0,51,0.8531322479248047
450000,0.07100643,-0.45355399,0.00053069,4.98459729,0.99303065,-0.02625309,0,57,24.336299896240234
500000,0.07087074,-0.26159019,0.0002706,-6.39268256,0.99643182,0.03245227,1,3,50.15803647041321
550000,0.06975318,1.31943624,0.00099046,13.61373747,0.98679506,-0.10196539,1,10,16.234740257263184
600000,0.07135823,-0.95124373,0.0007607,-3.03328632,0.98992463,0.03639099,1,16,41.521053075790405
650000,0.07251005,-2.58073315,0.00193466,11.66187208,0.97487826,-0.19135044,1,23,2.0485994815826416
700000,0.07026202,0.599572,0.00045764,-19.45275237,0.9938899,0.2606175,1,29,25.079572677612305
750000,0.07068344,0.00338279,0.00015141,-16.0319673,0.99803004,0.06025173,1,35,43.43726062774658
800000,0.07046845,0.30753527,0.00024924,7.72290548,0.99667967,-0.02097897,1,42,3.915623903274536
850000,0.07285028,-3.06205877,0.00229566,36.62471301,0.9703605,-0.44143405,1,48,30.166781663894653
900000,0.06869357,2.81848468,0.00211475,-1.43607522,0.97175275,0.02508376,1,54,52.18274235725403
950000,0.06710298,5.0687095,0.00380242,10.85132711,0.94929727,-0.43241365,2,1,17.857680559158325
1000000,0.07495238,-6.03592417,0.00452606,3.39643027,0.94308503,-0.1280001,2,7,43.97511315345764
1050000,0.07097829,-0.4137451,0.00034317,-52.86682625,0.99548802,1.10835128,2,14,9.241351127624512
1100000,0.07054764,0.19550394,0.00030376,-2.62226987,0.99597196,0.01044744,2,20,34.74454188346863
1150000,0.07259591,-2.70220533,0.00202577,42.68598428,0.97374907,-0.50763932,2,26,59.96269917488098
1200000,0.07125157,-0.8003476,0.00059938,-28.61420112,0.99212538,0.43928613,2,33,25.18917679786682
1250000,0.0731052,-3.42269896,0.00256614,35.62447971,0.9669557,-0.62948438,2,39,50.59895944595337
1300000,0.07243975,-2.48128961,0.00186008,-8.20442315,0.9758145,0.23252571,2,46,16.078699350357056
1350000,0.07130707,-0.87886394,0.00111048,-13.66779704,0.98538468,0.2585986,2,52,41.72611141204834
1400000,0.06101166,13.6861532,0.0102655,61.15316114,0.86311821,-3.64281076,2,59,8.132116079330444
1450000,0.07115692,-0.66644498,0.00063395,-79.35221489,0.99162693,3.9552602,3,5,34.53840255737305
1500000,0.06683204,5.4520077,0.00408989,54.99167957,0.94540659,-1.40795529,3,12,39.04235315322876
1550000,0.05011321,29.10430781,0.02182912,51.07459081,0.7089036,-8.78002725,3,20,49.77277445793152
1600000,0.05840372,17.37563446,0.01303261,-16.24602606,0.82620101,4.82282911,3,27,19.341296195983887
1650000,0.07027759,0.57754337,0.00043876,-110.20716911,0.99413412,6.01313149,3,36,32.08158087730408
1700000,0.07031852,0.51963953,0.00374943,71.86578197,0.95109941,-1.48238343,3,46,1.2883350849151611
1750000,0.07169757,-1.43131058,0.00108463,-42.78959329,0.98574699,1.23436256,3,55,35.308839321136475
1800000,0.0703104,0.53112589,0.00040017,-35.39487742,0.99463312,0.31856397,4,4,59.82081079483032
1850000,0.07074595,-0.08504643,0.00034636,-5.27066303,0.99539613,0.02798765,4,14,41.37126803398132
1900000,0.07062817,0.08158444,0.00059973,20.58631209,0.99206618,-0.12565354,4,22,59.26147675514221
1950000,0.07344309,-3.90072028,0.00292466,60.99804774,0.96251418,-1.16421382,4,31,47.30744671821594
2000000,0.0714323,-1.05603709,0.00083669,-49.43081498,0.98894033,1.06980816,4,41,1.1612870693206787
