num_iter,area,area_loss(%),error_L1,orden_L1,IoU,orden_IoU,tiempo_horas,tiempo_minutos,tiempo_segundos
50000,0.03541852,30.50891246,0.03457863,0.0,0.30739507,0.0,0,6,23.013892650604248
100000,0.02617973,48.63540934,0.01875014,-0.88297934,0.51305629,0.73902309,0,12,46.988768100738525
150000,0.04778477,6.24634348,0.00897262,-1.81772361,0.78544373,1.05030802,0,19,9.116693258285522
200000,0.04979289,2.30641738,0.00801409,-0.39271295,0.80957797,0.1052004,0,25,38.05491352081299
250000,0.0496988,2.49102981,0.00753739,-0.27482432,0.81969631,0.05566296,0,32,7.274235010147095
300000,0.05122988,-0.51295925,0.00467634,-2.61823245,0.88597573,0.42647529,0,38,35.43260359764099
350000,0.04837648,5.08542369,0.00373831,-1.45235892,0.9052527,0.13963334,0,45,2.3071742057800293
400000,0.04894782,3.96443779,0.00392985,0.37420129,0.90107441,-0.03464572,0,51,32.882590532302856
450000,0.04891757,4.02379309,0.00320774,-1.72380188,0.91851834,0.16279111,0,58,3.940885305404663
500000,0.05037381,1.16666474,0.00299821,-0.64114336,0.92472249,0.0638931,1,4,35.42820906639099
550000,0.05080079,0.32892581,0.00238645,-2.39437737,0.94000916,0.17202715,1,11,6.173921823501587
600000,0.04941607,3.04573999,0.0021439,-1.23179646,0.94496307,0.06040851,1,17,36.96376085281372
650000,0.04924523,3.38092284,0.0019353,-1.27887037,0.95005431,0.06713046,1,24,7.482332706451416
700000,0.0494501,2.97896528,0.00268347,4.41043481,0.93168764,-0.26342028,1,30,38.44233846664429
750000,0.04969023,2.5078326,0.00158307,-7.64926466,0.95909042,0.42015569,1,37,9.160874605178833
800000,0.04949682,2.88731371,0.0016203,0.36017741,0.95813291,-0.01547682,1,43,38.797966957092285
850000,0.04951028,2.86090933,0.00149297,-1.35001078,0.96140898,0.0563037,1,50,8.656089067459106
900000,0.04961149,2.66233095,0.00132505,-2.08748322,0.96583622,0.08037976,1,56,37.21619629859924
950000,0.05034934,1.2146727,0.0016377,3.91813411,0.95815535,-0.1476745,2,3,7.185011386871338
1000000,0.05023189,1.44511091,0.00111511,-7.49298263,0.97122965,0.26422603,2,9,37.24534487724304
1050000,0.05051061,0.89825659,0.00145666,5.476372,0.96278241,-0.1790425,2,16,6.882580280303955
1100000,0.05057512,0.77169015,0.00086886,-11.10746435,0.97773574,0.3312981,2,22,37.04070281982422
1150000,0.0508633,0.20628729,0.00078506,-2.28161615,0.97961259,0.04314223,2,29,7.601378440856934
1200000,0.05086029,0.21217918,0.00163854,17.28870767,0.95861139,-0.50920124,2,35,38.03694701194763
1250000,0.05089677,0.14060367,0.00101761,-11.66892668,0.97421978,0.39564839,2,42,7.931396722793579
1300000,0.05096851,-0.00014694,0.00065984,-11.04555739,0.98275929,0.22251743,2,48,37.92155313491821
1350000,0.05093058,0.0742654,0.00101375,11.37812645,0.97412125,-0.23392576,2,55,7.088006019592285
1400000,0.05056989,0.78194639,0.00067933,-11.00716299,0.9824083,0.23293297,3,1,36.952035903930664
1450000,0.05118072,-0.4165069,0.00067732,-0.08444207,0.98259847,0.0055158,3,8,7.028592348098755
1500000,0.05168022,-1.39652396,0.00072581,2.03956558,0.98173973,-0.02579027,3,14,36.796374797821045
1550000,0.05141029,-0.86690886,0.00048855,-12.07223517,0.98770603,0.1847793,3,21,7.029663562774658
1600000,0.05133877,-0.72659468,0.00083003,16.6942285,0.97874359,-0.28711145,3,27,36.625993728637695
1650000,0.05132865,-0.70673684,0.00056268,-12.6334029,0.98579703,0.23335705,3,34,6.351867437362671
1700000,0.05084116,0.24971268,0.00049855,-4.05344009,0.987039,0.04217574,3,40,36.33542442321777
1750000,0.05152117,-1.08447221,0.0007285,13.08437285,0.98144662,-0.19601273,3,47,6.796331167221069
1800000,0.05139138,-0.8298118,0.00054789,-10.11374581,0.98622066,0.17225224,3,53,36.43522047996521
1850000,0.05122721,-0.50772202,0.00059109,2.76994871,0.9851755,-0.03869943,4,0,6.434307098388672
1900000,0.05128805,-0.62708727,0.00046477,-9.01542684,0.98799062,0.10699638,4,6,36.09126424789429
1950000,0.05130474,-0.65981997,0.00055789,7.03044201,0.98626088,-0.06745976,4,13,4.825466871261597
2000000,0.05104092,-0.14220686,0.00084448,16.37421546,0.97838657,-0.3166169,4,19,34.88767218589783
