num_iter,area,area_loss(%),error_L1,orden_L1,IoU,orden_IoU,tiempo_horas,tiempo_minutos,tiempo_segundos
50000,0.0,100.0,0.07500089,0.0,0.0,0.0,0,4,20.797874927520752
100000,0.0,100.0,0.07500089,0.0,0.0,,0,9,27.786526441574097
150000,0.0,100.0,0.07500089,0.0,0.0,,0,14,37.54366493225098
200000,0.0,100.0,0.07500089,0.0,0.0,,0,19,47.53725457191467
250000,0.0,100.0,0.07500089,0.0,0.0,,0,24,57.973655462265015
300000,0.0,100.0,0.07500089,0.0,0.0,,0,30,5.653097867965698
350000,0.0,100.0,0.07500089,0.0,0.0,,0,35,11.88585901260376
400000,0.0,100.0,0.07500089,0.0,0.0,,0,40,22.618883848190308
450000,0.0,100.0,0.07500089,0.0,0.0,,0,48,23.602948665618896
500000,0.0,100.0,0.07500089,0.0,0.0,,0,56,47.12836241722107
550000,0.0,100.0,0.07500089,0.0,0.0,,1,5,12.876322031021118
600000,0.0,100.0,0.07500089,0.0,0.0,,1,13,31.330137729644775
650000,0.0,100.0,0.07500089,0.0,0.0,,1,21,57.57709741592407
700000,0.00709265,89.96595788,0.06747535,-1.42680512,0.100308,inf,1,28,43.56841683387756
750000,0.01374652,80.55265115,0.06041537,-1.60188728,0.19444897,9.59409714,1,33,54.99905967712402
800000,0.01499944,78.78013297,0.05908598,-0.34475335,0.21212518,1.34813762,1,39,4.678357124328613
850000,0.01873039,73.50191526,0.05512732,-1.14389583,0.26490955,3.66537338,1,44,14.730482339859009
900000,0.02611989,63.047913,0.04728682,-2.68401096,0.36950473,5.82197916,1,49,25.108391284942627
950000,0.03164119,55.23687459,0.0415711,-2.3827079,0.44625729,3.49069405,1,54,32.28631114959717
1000000,0.03695016,47.72621233,0.03651753,-2.52689551,0.51541212,2.80877152,1,59,36.71870970726013
1050000,0.04085874,42.19671087,0.03290594,-2.13443083,0.56490554,1.87930742,2,4,47.487141847610474
1100000,0.04257189,39.77308924,0.03080807,-1.41608981,0.59184678,1.00148832,2,9,59.12738347053528
1150000,0.04302868,39.12686357,0.03008407,-0.53498155,0.6008476,0.33954877,2,15,7.428442716598511
1200000,0.0487167,31.07996145,0.0250567,-4.29643317,0.66973562,2.5503453,2,20,17.693870782852173
1250000,0.05090345,27.98635471,0.02327746,-1.80431523,0.69426147,0.8810351,2,25,25.580517053604126
1300000,0.04989555,29.41223662,0.02325834,-0.02095151,0.69232066,-0.071376,2,30,32.35894155502319
1350000,0.05180346,26.71309975,0.02168385,-1.85732444,0.71402509,0.81792803,2,35,42.71064496040344
1400000,0.05224201,26.09267905,0.0209117,-0.99701077,0.72360859,0.36660397,2,40,53.01562142372131
1450000,0.05272749,25.40585775,0.02043057,-0.66331225,0.73005588,0.25278201,2,45,58.809566259384155
1500000,0.05514747,21.98229356,0.01888959,-2.31320775,0.75215602,0.8796853,2,51,8.90023398399353
1550000,0.05559458,21.34975711,0.01832149,-0.93127337,0.75935081,0.29033689,2,56,17.28418755531311
1600000,0.05582904,21.01806885,0.01791978,-0.6982824,0.7644117,0.20922582,3,1,22.026583671569824
1650000,0.0576998,18.37148599,0.01700921,-1.69474675,0.77800265,0.5727157,3,6,32.458845138549805
1700000,0.06124623,13.35430759,0.01575901,-2.55729043,0.79760987,0.83374179,3,11,42.181678771972656
1750000,0.06141384,13.11718509,0.01550375,-0.56335711,0.80080168,0.13777413,3,16,53.26788854598999
1800000,0.05989788,15.26182982,0.01571947,0.49051158,0.79619431,-0.20482365,3,22,5.388371467590332
1850000,0.06307506,10.76704469,0.01491393,-1.91994034,0.80977033,0.6170815,3,27,16.318207263946533
1900000,0.05957234,15.72238558,0.0154857,1.41071671,0.79844313,-0.5282282,3,32,24.924333095550537
1950000,0.06258891,11.45481007,0.01466977,-2.08381483,0.81200434,0.64837827,3,37,35.817906618118286
2000000,0.06511065,7.88727303,0.01412775,-1.4870152,0.82142078,0.45540335,3,42,46.87283635139465
